File Path,sequence,steps,time_spent,Extra_Steps,num_R,num_T,new_sequence,Clusters
Puzzles/SelectionS16/puzzle_1/student_5,VVOIROIFPOPEPOPTTS,17,159,1,1,2,VVOIROIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_205,VTVIOOIFPOPEPOPTS,16,126,0,0,2,VVIOOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_180,VVIIRFOEPROROPRRRRTORRRRRRTPRRRPSRRS,34,636,18,18,2,VVIIRFOEPROROPRRRRORRRRPRRP,4
Puzzles/SelectionS16/puzzle_1/student_50,VVIIfPOPERPOPOROTTSTFS,20,298,4,2,3,VVIIPOPERPOPOROTF,2
Puzzles/SelectionS16/puzzle_1/student_174,VVTIOTOIFPOPPEOPS,16,85,0,0,2,VVIOOIFPOPPEOP,1
Puzzles/SelectionS16/puzzle_1/student_68,VVOIOIFPRRRROPRPERRRROPRTTS,26,271,10,10,2,VVOIOIFPRRRROPRPERRRROPR,2
Puzzles/SelectionS16/puzzle_1/student_173,PTVVFPROPIIOOTOEPSRRRRRRS,23,115,7,7,2,PVVFPROPIIOOOEPRRRRRR,4
Puzzles/SelectionS16/puzzle_1/student_57,VVOIOIFPOPEOPPTTS,16,114,0,0,2,VVOIOIFPOPEOPP,1
Puzzles/SelectionS16/puzzle_1/student_187,VVOTOITIFPOPEPOPSRSTiSRSTSRSRSRRSRRS,27,378,11,8,4,VVOOIIFPOPEPOPRTRRRRRRR,2
Puzzles/SelectionS16/puzzle_1/student_95,VVOIOIFPOPEPOPTTS,16,148,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_145,VVOIOIFPOPEPOPTTS,16,492,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_59,VVOORIOIFPRPEPOPTTS,18,220,2,2,2,VVOORIOIFPRPEPOP,3
Puzzles/SelectionS16/puzzle_1/student_66,VVOOTOOITFPRRPEPRPTISRRRS,23,305,7,6,3,VVOOOOIFPRRPEPRPTIRRR,2
Puzzles/SelectionS16/puzzle_1/student_92,VVIIfOOOPPEPOPTTSTFS,18,159,2,0,3,VVIIOOOPPEPOPTF,2
Puzzles/SelectionS16/puzzle_1/student_32,VVOIOITTFRRPOPEPOPS,18,101,2,2,2,VVOIOIFRRPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_129,VVOIOIFPOPOPPTTTSTTSERRS,21,276,5,2,5,VVOIOIFPOPOPPTTERR,3
Puzzles/SelectionS16/puzzle_1/student_111,ORRRfVVIRIOOFPRREOTRPRRPPRTSRRS,29,209,13,12,2,ORRRVVIRIOOFPRREORPRRPPR,4
Puzzles/SelectionS16/puzzle_1/student_35,iITVRRVROIOFOPRRPOEPTPSRRSRRRRRRRS,31,184,15,14,2,IVRRVROIOFOPRRPOEPPRRRRRRR,4
Puzzles/SelectionS16/puzzle_1/student_127,vRVIRIFOPPEOOOPPTTSVTS,20,264,4,2,3,RVIRIFOPPEOOOPPVT,2
Puzzles/SelectionS16/puzzle_1/student_118,TTVRVIOROOIFPRPePOPSETS,21,196,5,3,3,VRVIOROOIFPRPPOPET,2
Puzzles/SelectionS16/puzzle_1/student_120,OOTVVTIIFPOPEPOPS,16,252,0,0,2,OOVVIIFPOPEPOP,3
Puzzles/SelectionS16/puzzle_1/student_143,vVTOROTOTVOFRPEPTTRIIRPRTPRSTSTSTSTS,31,352,15,6,10,VOROOTVOFRPEPTRIIRPRTPRT,4
Puzzles/SelectionS16/puzzle_1/student_67,VVOIOIFPOTPEPTOPS,16,109,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_60,VVOIOIFPOPEPOPTTS,16,82,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_144,VVOIOIfPOPEFPTOPTSTRS,19,986,3,1,3,VVOIOIPOPEFPOPTR,3
Puzzles/SelectionS16/puzzle_1/student_94,TTFPOOIOIVVOPRERPPRS,19,279,3,3,2,FPOOIOIVVOPRERPPR,4
Puzzles/SelectionS16/puzzle_1/student_69,VVOITOIFOEOPPPRRRPTS,19,109,3,3,2,VVOIOIFOEOPPPRRRP,3
Puzzles/SelectionS16/puzzle_1/student_56,VVOIOIFPOPEPOPTTS,16,139,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_172,TIROROIFOPVVTEOPPPS,18,108,2,2,2,IROROIFOPVVEOPPP,2
Puzzles/SelectionS16/puzzle_1/student_175,VRVOOIIFPOPPEPOTTS,17,103,1,1,2,VRVOOIIFPOPPEPO,3
Puzzles/SelectionS16/puzzle_1/student_51,VVRRITIFPOPEPOPTOoSRSRSROTS,23,220,7,5,3,VVRRIIFPOPEPOPORRROT,2
Puzzles/SelectionS16/puzzle_1/student_181,VVOIOIFPOPRPEPORTTS,18,127,2,2,2,VVOIOIFPOPRPEPOR,3
Puzzles/SelectionS16/puzzle_1/student_121,PVVIITRFRROORROROPEPRPTSSSSSSSSSRSRS,25,788,9,9,2,PVVIIRFRROORROROPEPRPRR,4
Puzzles/SelectionS16/puzzle_1/student_126,IRROIORVVFPOPEPoPTORTSRS,22,429,6,5,2,IRROIORVVFPOPEPPORR,2
Puzzles/SelectionS16/puzzle_1/student_119,FOIVTVORRPEPPPTIOOS,18,339,2,2,2,FOIVVORRPEPPPIOO,4
Puzzles/SelectionS16/puzzle_1/student_34,FPPOEPOPTVVIIOOTS,16,105,0,0,2,FPPOEPOPVVIIOO,4
Puzzles/SelectionS16/puzzle_1/student_110,VVOIOIFPOPEPOPTTS,16,112,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_117,VVTIIOOTFPOPEPOPSRS,17,201,1,1,2,VVIIOOFPOPEPOPR,3
Puzzles/SelectionS16/puzzle_1/student_33,VVOIOIFOERROTTTTPPRRTSSRRRPPS,26,286,10,7,5,VVOIOIFOERROTPPRRTRRRPP,2
Puzzles/SelectionS16/puzzle_1/student_128,VRRVORIOIFPoEROROTTTRPRPPTSRRRRRS,31,277,15,12,4,VRRVORIOIFPEROROTRPRPPRRR,2
Puzzles/SelectionS16/puzzle_1/student_77,OOIIROFPOPERRPRPVVTTS,20,153,4,4,2,OOIIROFPOPERRPRPVV,2
Puzzles/SelectionS16/puzzle_1/student_153,VVOIOIFPORREOPTTTTPPS,20,220,4,2,4,VVOIOIFPORREOPTPP,3
Puzzles/SelectionS16/puzzle_1/student_83,VVIIFPPOEPOPOOTTS,16,275,0,0,2,VVIIFPPOEPOPOO,2
Puzzles/SelectionS16/puzzle_1/student_198,VRTVOOIITFOPEOPTTSTRSRSRRPPSRS,25,259,9,6,5,VRVOOIIFOPEOPTTRRRRPPR,2
Puzzles/SelectionS16/puzzle_1/student_154,VVROIOIFPOPEPOPTTS,17,325,1,1,2,VVROIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_70,TIRRTVIVOTOFPPERRRTROOPPSTTSRSRSTSTS,30,289,14,8,8,IRRVIVOTOFPPERRRROOPPTTRRT,4
Puzzles/SelectionS16/puzzle_1/student_162,VVOITOIROFOERPPRRPRPTS,21,388,5,5,2,VVOIOIROFOERPPRRPRP,3
Puzzles/SelectionS16/puzzle_1/student_46,VVTOITOIFOPPEPROPSRRSRRSRRRSRRSRRSRRSRSRS,32,435,16,16,2,VVOIOIFOPPEPROPRRRRRRRRRRRR,2
Puzzles/SelectionS16/puzzle_1/student_196,VVRROIOIFPOPEPOPTTSRRRS,21,168,5,5,2,VVRROIOIFPOPEPOPRRR,3
Puzzles/SelectionS16/puzzle_1/student_79,VVIIFOPPERRRTOPPTRORROTTSRRRRTRS,30,515,14,11,5,VVIIFOPPERRROPPRORROTRRRRT,4
Puzzles/SelectionS16/puzzle_1/student_191,VVTOIOIFOREOPPPPTSRSRSRSRSRSRSRSRS,25,666,9,9,2,VVOIOIFOREOPPPPRRRRRRRR,2
Puzzles/SelectionS16/puzzle_1/student_41,TVVRRRROIOTIFPEOPPOPS,20,104,4,4,2,VVRRRROIOIFPEOPPOP,3
Puzzles/SelectionS16/puzzle_1/student_165,VVOORRIIFPOPEPOPRTTSRRRRS,23,251,7,7,2,VVOORRIIFPOPEPOPRRRRR,2
Puzzles/SelectionS16/puzzle_1/student_15,VVOOTITIRFPOPEOPTSPS,18,83,2,1,3,VVOOIIRFPOPEOPTP,3
Puzzles/SelectionS16/puzzle_1/student_131,VIOTOVFPPTOIEPRPROS,18,91,2,2,2,VIOOVFPPOIEPRPRO,2
Puzzles/SelectionS16/puzzle_1/student_109,VVIIFPOPEPOPTTTTSRSOSTSRRRRRRRORTTSRRRRRRRRRRS,40,441,24,19,7,VVIIFPOPEPOPTROTRRRRRRRORTRRRR,4
Puzzles/SelectionS16/puzzle_1/student_136,VRRVIIFOPPRPRREROOiPRROTTSRRSSSRRiTSTSSRRRRRRRS,39,335,23,19,4,VRRVIIFOPPRPRREROOPRRORRTRRR,4
Puzzles/SelectionS16/puzzle_1/student_12,TVVOIOIFOPPETPOPS,16,144,0,0,2,VVOIOIFOPPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_100,VVTOIOiFPOPEPTIOPS,17,107,1,0,2,VVOIOFPOPEPIOP,1
Puzzles/SelectionS16/puzzle_1/student_138,VVOPOIRIFOEoOTTRPPPSRSRRTRS,24,186,8,6,3,VVOPOIRIFOEORPPPRRRTR,2
Puzzles/SelectionS16/puzzle_1/student_23,VVOIOIFOPPEPOPTTSRS,17,123,1,1,2,VVOIOIFOPPEPOPR,1
Puzzles/SelectionS16/puzzle_1/student_107,VVOITTOIPFOPEPOPS,16,182,0,0,2,VVOIOIPFOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_164,VRRVERIIFROOPPPPTTTTSOSOS,22,904,6,4,4,VRRVERIIFROOPPPPTOO,2
Puzzles/SelectionS16/puzzle_1/student_40,VVTIIFOETTORROTPPPPSfRSTOSRRS,25,354,9,5,5,VVIIFOETORROPPPPRTORR,2
Puzzles/SelectionS16/puzzle_1/student_190,TVVIIORROFPPROEPPTOS,19,140,3,3,2,VVIIORROFPPROEPPO,2
Puzzles/SelectionS16/puzzle_1/student_197,IRVVOOORRRRRIFOERTTPPPPS,23,141,7,7,2,IRVVOOORRRRRIFOERPPPP,2
Puzzles/SelectionS16/puzzle_1/student_78,VVOIOIfTFPOPEPOPTS,17,148,1,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_155,VTVOIOIFPOPEPOPTS,16,925,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_85,VVRRiTIIFPOPEoROTOROPPSRSRS,24,585,8,6,2,VVRRIIFPOPEROOROPPRR,2
Puzzles/SelectionS16/puzzle_1/student_82,VVIIFOEoOTROOPPPRRPTSRRRS,23,477,7,6,2,VVIIFOEOROOPPPRRPRRR,2
Puzzles/SelectionS16/puzzle_1/student_76,IOIFOEORRPPRVPTTVRROPSRSRS,23,304,7,7,2,IOIFOEORRPPRVPVRROPRR,4
Puzzles/SelectionS16/puzzle_1/student_199,TVVOIOIRROOfPRPPERPTSFTSRSRSTSTS,26,318,10,6,5,VVOIOIRROOPRPPERPFTRRT,2
Puzzles/SelectionS16/puzzle_1/student_139,VVOIOiFPOPEPOPTTSTIS,18,177,2,0,3,VVOIOFPOPEPOPTI,1
Puzzles/SelectionS16/puzzle_1/student_106,VVOIOIFPOPEPOPTTS,16,72,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_22,VVIITFOPTEOPPORRTORRRRPS,23,594,7,6,3,VVIIFOPEOPPORRTORRRRP,2
Puzzles/SelectionS16/puzzle_1/student_25,VVOIOIFPOEPOPPTTSRSSSRS,18,189,2,2,2,VVOIOIFPOEPOPPRR,3
Puzzles/SelectionS16/puzzle_1/student_101,VVTOTIOIFPOPEPOPS,16,78,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_108,VVRORITOIFOEPPPOPTS,18,383,2,2,2,VVRORIOIFOEPPPOP,3
Puzzles/SelectionS16/puzzle_1/student_13,OORRRRVVIITFPOPEPTOPS,20,332,4,4,2,OORRRRVVIIFPOPEPOP,2
Puzzles/SelectionS16/puzzle_1/student_137,VVOIOiFPoPERTPRRIOTOPS,21,181,5,3,2,VVOIOFPPERPRRIOOP,3
Puzzles/SelectionS16/puzzle_1/student_9,VTVOIORIFPOPEPOPRTS,18,158,2,2,2,VVOIORIFPOPEPOPR,1
Puzzles/SelectionS16/puzzle_1/student_200,OOFPOEOPRPPRRRRRRVVIITTS,23,232,7,7,2,OOFPOEOPRPPRRRRRRVVII,4
Puzzles/SelectionS16/puzzle_1/student_7,VVOTIORIfTFPOPEPOPS,18,83,2,1,2,VVOIORIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_6,VVOIOIFPOPEPOPTTS,16,114,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_206,VVoITOOIFPOPEPOPTS,17,106,1,0,2,VVIOOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_1,VVIIFOEPOPPPTOOTS,16,109,0,0,2,VVIIFOEPOPPPOO,2
Puzzles/SelectionS16/puzzle_1/student_8,TIIOORRRRVRRVFPOPEPOPTS,22,238,6,6,2,IIOORRRRVRRVFPOPEPOP,4
Puzzles/SelectionS16/puzzle_1/student_36,TTVTRVOIRORIFPOPEPORPS,21,247,5,4,3,VTRVOIRORIFPOPEPORP,3
Puzzles/SelectionS16/puzzle_1/student_31,VVRRIIFOORRROERPPPRRPTTTSRRTSRSRRSTOSRS,33,1210,17,14,5,VVRRIIFOORRROERPPPRRPTRRRTOR,4
Puzzles/SelectionS16/puzzle_1/student_115,VVOIOIFPOPEPOPTTS,16,106,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_123,VRRIOTVOIOOFPPEPPTSRRRRRRRRRSRRRRS,31,387,15,15,2,VRRIOVOIOOFPPEPPRRRRRRRRRRR,4
Puzzles/SelectionS16/puzzle_1/student_38,VVOIOIFPOPEPOPTTSRRRRRRRRRRRRRRSRS,31,258,15,15,2,VVOIOIFPOPEPOPRRRRRRRRRRRRR,2
Puzzles/SelectionS16/puzzle_1/student_170,IOTOIRFTOEOPPVVTPPSRRRRS,22,234,6,5,3,IOOIRFOEOPPVVTPPRRRR,4
Puzzles/SelectionS16/puzzle_1/student_184,VVOOITIFPPTORREPOPS,18,166,2,2,2,VVOOIIFPPORREPOP,3
Puzzles/SelectionS16/puzzle_1/student_54,VVOIOIFPOPEPORRPTTS,18,123,2,2,2,VVOIOIFPOPEPORRP,1
Puzzles/SelectionS16/puzzle_1/student_148,VVOIOIFPOPEPoPTOTS,17,108,1,0,2,VVOIOIFPOPEPPO,1
Puzzles/SelectionS16/puzzle_1/student_98,OTOVVTIFPOPEPOPIS,16,192,0,0,2,OOVVIFPOPEPOPI,2
Puzzles/SelectionS16/puzzle_1/student_53,VVOIOIfPOPFPREOPTTSRRTS,21,234,5,3,3,VVOIOIPOPFPREOPRRT,3
Puzzles/SelectionS16/puzzle_1/student_183,VVITIFOOPePORPOEPRSRSRRSRRRSRRRRRRSRRSRRRRRRTSRRRRS,43,572,27,26,2,VVIIFOOPPORPOEPRRRRRRRRRRRR,4
Puzzles/SelectionS16/puzzle_1/student_177,IVVTTOOORIFPRROPEPRPSRRS,22,281,6,6,2,IVVOOORIFPRROPEPRPRR,2
Puzzles/SelectionS16/puzzle_1/student_65,VRRTVIITOOFOERROPPPPS,20,189,4,4,2,VRRVIIOOFOERROPPPP,2
Puzzles/SelectionS16/puzzle_1/student_179,VVROOiIFOPPEPOPTTSRITS,20,162,4,2,3,VVROOIFOPPEPOPRIT,3
Puzzles/SelectionS16/puzzle_1/student_146,TVVOIOIFOPPEPOPTS,16,93,0,0,2,VVOIOIFOPPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_96,IRRVVRRIPOEOPFTTOOPPS,20,363,4,4,2,IRRVVRRIPOEOPFOOPP,2
Puzzles/SelectionS16/puzzle_1/student_62,VVOIIFPOEPOPOPTTS,16,276,0,0,2,VVOIIFPOEPOPOP,1
Puzzles/SelectionS16/puzzle_1/student_122,VVIIFORRPPRPEROPOOTTS,20,151,4,4,2,VVIIFORRPPRPEROPOO,2
Puzzles/SelectionS16/puzzle_1/student_39,VVIIFPOPEOPPTTOOS,16,234,0,0,2,VVIIFPOPEOPPOO,2
Puzzles/SelectionS16/puzzle_1/student_114,VVIOFOoRTOTIOERPRPPTTSPSRRRSRRRRRRRS,32,417,16,13,4,VVIOFOROIOERPRPPTPRRRRRRRR,4
Puzzles/SelectionS16/puzzle_1/student_30,VVoOTOFPOPEPORRPIITS,19,193,3,2,2,VVOOFPOPEPORRPII,3
Puzzles/SelectionS16/puzzle_1/student_37,VVIIFOOPPEOOPPRTTSRSRS,19,350,3,3,2,VVIIFOOPPEOOPPRRR,2
Puzzles/SelectionS16/puzzle_1/student_113,FOEPOPOIOIVVRPTTTSPS,18,131,2,1,3,FOEPOPOIOIVVRPTP,4
Puzzles/SelectionS16/puzzle_1/student_178,VVROIOIRRFPPREPPOOTTSRRTTSRRTTS,28,307,12,8,6,VVROIOIRRFPPREPPOORRTRRTT,2
Puzzles/SelectionS16/puzzle_1/student_63,VVOIOIFPOPREPOPTTS,17,167,1,1,2,VVOIOIFPOPREPOP,1
Puzzles/SelectionS16/puzzle_1/student_147,VVOIOTIFPOPEPOPTS,16,66,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_140,VVOIOIFOPEPOPPRTTS,17,128,1,1,2,VVOIOIFOPEPOPPR,1
Puzzles/SelectionS16/puzzle_1/student_64,VRVOIOITFPOPEOPTTSPS,18,224,2,1,3,VRVOIOIFPOPEOPTP,3
Puzzles/SelectionS16/puzzle_1/student_99,VVTOIOIFPOPTEPOPS,16,99,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_176,VVOIIOTFPOPETOPPS,16,84,0,0,2,VVOIIOFPOPEOPP,3
Puzzles/SelectionS16/puzzle_1/student_182,VVOIOIPFPOERPOPTTS,17,78,1,1,2,VVOIOIPFPOERPOP,1
Puzzles/SelectionS16/puzzle_1/student_52,VVOIoOIFRRPPEPOPTROTS,20,295,4,3,2,VVOIOIFRRPPEPOPRO,3
Puzzles/SelectionS16/puzzle_1/student_55,VVOITOIFPOPEOPTPRS,17,176,1,1,2,VVOIOIFPOPEOPPR,1
Puzzles/SelectionS16/puzzle_1/student_185,VVOTIOIFPOPEPOPTS,16,186,0,0,2,VVOIOIFPOPEPOP,1
Puzzles/SelectionS16/puzzle_1/student_171,VRVTTOIFIOOEOPPPPS,17,157,1,1,2,VRVOIFIOOEOPPPP,2
